12/01/2018 03:42,,,,
Código,Descrição,Início de Vigência,Fim de Vigência,Classe Mercadoria Perigosa
1308,ZIRCÓNIO EM SUSPENSÃO NUM LÍQUIDO INFLAMÁVEL,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1309,"ALUMÍNIO EM PÓ, REVESTIDO",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1310,PICRATO DE AMÓNIO HUMEDECIDO COM PELO MENOS 10% (MASSA)DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1312,BORNEOL,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1313,RESINATO DE CÁLCIO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1314,"RESINATO DE CÁLCIO, FUNDIDO",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1318,"RESINATO DE COBALTO, PRECIPITADO",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1320,DINITROFENOL HUMEDECIDO COM PELO MENOS 15% (MASSA) DEÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1321,DINITROFENATOS HUMEDECIDOS COM PELO MENOS 15% (MASSA) DEÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1322,DINITRORESORCINOL HUMEDECIDO COM PELO MENOS 15% (MASSA)DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1323,FERROCÉRIO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1324,FILMES DE BASE NITROCELULÓSICA GELATINADOS (EXCEPTO RESÍDUOS),2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1325,"SÓLIDO ORGÂNICO INFLAMÁVEL, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1326,HÁFNIO EM PÓ HUMEDECIDO COM PELO MENOS 25% DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1327,"FENO, PALHA OU BHUSA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1328,HEXAMETILENOTETRAMINA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1330,RESINATO DE MANGANÊS,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1331,FÓSFOROS NÃO DE SEGURANÇA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1332,METALDEÍDO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1333,"CÉRIO, PLACAS, BARRAS, LINGOTES",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1334,NAFTALENO BRUTO OU NAFTALENO REFINADO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1336,NITROGUANIDINA HUMEDECIDA COM PELO MENOS 20% (MASSA) DEÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1337,NITROAMIDO HUMEDECIDO COM PELO MENOS 20% (MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1338,FÓSFORO AMORFO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1339,HEPTASSULFURETO DE FÓSFORO ISENTO DE FÓSFORO BRANCO OUAMARELO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1340,PENTASSULFURETO DE FÓSFORO ISENTO DE FÓSFORO BRANCO OUAMARELO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1341,SESQUISSULFURETO DE FÓSFORO ISENTO DE FÓSFORO BRANCO OUAMARELO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1343,TRISSULFURETO DE FÓSFORO ISENTO DE FÓSFORO BRANCO OU AMARELO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1344,TRINITROFENOL (ÁCIDO PÍCRICO) HUMEDECIDO COM PELOMENOS 30% (MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1345,"DESPERDÍCIOS DE BORRACHA OU RESÍDUOS DE BORRACHA,SOB A FORMA DE PÓ OU DE GRÃOS",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1346,SILÍCIO EM PÓ AMORFO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1347,PICRATO DE PRATA HUMEDECIDO COM PELO MENOS 30% (MASSA) DEÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1348,DINITRO-O-CRESATO DE SÓDIO HUMEDECIDO COM PELO MENOS15% (MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1349,PICRAMATO DE SÓDIO HUMEDECIDO COM PELO MENOS 20%(MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1350,ENXOFRE,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1352,TITÂNIO EM PÓ HUMEDECIDO COM PELO MENOS 25% (MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1353,"FIBRAS OU TECIDOS IMPREGNADOS DE NITROCELULOSEFRACAMENTE NITRADA, N.S.A.",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1354,TRINITROBENZENO HUMEDECIDO COM PELO MENOS 30% (MASSA)DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1355,ÁCIDO TRINITROBENZÓICO HUMEDECIDO COM PELO MENOS 30%(MASSA) DE ÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1356,"TRINITROTOLUENO (TROTIL, TNT) HUMEDECIDO COM PELOMENOS 30% (MASSA) DE ÁGUA",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1357,NITRATO DE UREIA HUMEDECIDO COM PELO MENOS 20% (MASSA) DEÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1358,ZIRCÓNIO EM PÓ HUMEDECIDO COM PELO MENOS 25% (MASSA) DEÁGUA,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1360,FOSFORETO DE CÁLCIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1361,CARVÃO DE ORIGEM ANIMAL OU VEGETAL,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1362,CARVÃO ACTIVO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1363,COPRA,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1364,RESÍDUOS OLEOSOS DE ALGODÃO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1365,ALGODÃO HÚMIDO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1369,P-NITROSODIMETILANILINA,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1372,"FIBRAS DE ORIGEM ANIMAL OU FIBRAS DE ORIGEM VEGETAL QUEIMADAS, MOLHADASOU HÚMIDAS",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1373,"FIBRAS OU TECIDOS DE ORIGEM ANIMAL, VEGETAL OUSINTÉTICA, IMPREGNADOS DE ÓLEO, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1374,FARINHA DE PEIXE (RESÍDUOS DE PEIXE) NÃO ESTABILIZADA,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1376,ÓXIDO DE FERRO RESIDUAL OU APARAS DE FERRO RESIDUAISPROVENIENTES DA PURIFICAÇÃO DO GÁS DE CIDADE,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1378,CATALISADOR METÁLICO HUMEDECIDO COM UM EXCESSO VISÍVELDE LÍQUIDO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1379,"PAPEL TRATADO COM ÓLEOS NÃO SATURADOS, NÃOCOMPLETAMENTE SECO (INCLUI O PAPEL QUÍMICO)",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1380,PENTABORANO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1381,"FÓSFORO BRANCO OU AMARELO, SECO, COBERTO DE ÁGUA OU EM SOLUÇÃO",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1382,SULFURETO DE POTÁSSIO ANIDRO OU SULFURETO DEPOTÁSSIO COM MENOS DE 30% DE ÁGUA DE CRISTALIZAÇÃO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1383,"METAL PIROFÓRICO, N.S.A. OU LIGA PIROFÓRICA, N.S.A.",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1384,DITIONITO DE SÓDIO (HIDROSSULFITO DE SÓDIO),2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1385,SULFURETO DE SÓDIO ANIDRO OU SULFURETO DE SÓDIO COMMENOS DE 30% DE ÁGUA DE CRISTALIZAÇÃO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1386,"BAGAÇO MOÍDO COM MAIS DE 1,5% (MASSA) DE ÓLEO E NO MÁXIMO 11%(MASSA) DE HUMIDADE",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1387,RESÍDUOS DE LÃ MOLHADOS,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1389,"AMÁLGAMA DE METAIS ALCALINOS, LÍQUIDA",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1390,AMIDETOS DE METAIS ALCALINOS,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1391,DISPERSÃO DE METAIS ALCALINOS OU DISPERSÃO DE METAISALCALINO-TERROSOS,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1392,"AMÁLGAMA DE METAIS ALCALINO-TERROSOS, LÍQUIDA",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1393,"LIGA DE METAIS ALCALINO-TERROSOS, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1394,CARBONETO DE ALUMÍNIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1395,ALUMINO-FERRO-SILÍCIO EM PÓ,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1396,"ALUMÍNIO EM PÓ, NÃO REVESTIDO",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1397,FOSFORETO DE ALUMÍNIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1398,"SÍLICO-ALUMÍNIO EM PÓ, NÃO REVESTIDO",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1400,BÁRIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1401,CÁLCIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1402,CARBONETO DE CÁLCIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1403,"CIANAMIDA CÁLCICA COM MAIS DE 0,1% (MASSA) DE CARBONETO DE CÁLCIO",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1404,HIDRETO DE CÁLCIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1405,SILICIETO DE CÁLCIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1407,CÉSIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1408,"FERRO-SILÍCIO COM 30% (MASSA) OU MAIS, MAS MENOS DE 90% (MASSA)DE SILÍCIO",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1409,"HIDRETOS METÁLICOS HIDRO-REACTIVOS, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1410,HIDRETO DE LÍTIO-ALUMÍNIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1411,HIDRETO DE LÍTIO-ALUMÍNIO EM ÉTER,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1413,BOROHIDRETO DE LÍTIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1414,HIDRETO DE LÍTIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1415,LÍTIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1417,SÍLICO-LÍTIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1418,MAGNÉSIO EM PÓ OU LIGAS DE MAGNÉSIO EM PÓ,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1419,FOSFORETO DE MAGNÉSIO-ALUMÍNIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1420,"LIGAS METÁLICAS DE POTÁSSIO, LÍQUIDAS",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1421,"LIGA LÍQUIDA DE METAIS ALCALINOS, N.S.A.",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1422,"LIGAS DE POTÁSSIO E SÓDIO, LÍQUIDAS",2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1423,RUBÍDIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1426,BOROHIDRETO DE SÓDIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1427,HIDRETO DE SÓDIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1428,SÓDIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1431,METILATO DE SÓDIO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1432,FOSFORETO DE SÓDIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1433,FOSFORETOS ESTÂNICOS,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1435,CINZAS DE ZINCO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1436,ZINCO EM PÓ OU ZINCO EM POEIRA,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1437,HIDRETO DE ZIRCÓNIO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1438,NITRATO DE ALUMÍNIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1439,DICROMATO DE AMÓNIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1444,PERSULFATO DE AMÓNIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1445,"CLORATO DE BÁRIO, SÓLIDO",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1446,NITRATO DE BÁRIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1447,"PERCLORATO DE BÁRIO, SÓLIDO",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1448,PERMANGANATO DE BÁRIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1449,PERÓXIDO DE BÁRIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1450,"BROMATOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1451,NITRATO DE CÉSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1452,CLORATO DE CÁLCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1453,CLORITO DE CÁLCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1454,NITRATO DE CÁLCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1455,PERCLORATO DE CÁLCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1456,PERMANGANATO DE CÁLCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1457,PERÓXIDO DE CÁLCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1458,CLORATO E BORATO EM MISTURA,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1459,"CLORATO E CLORETO DE MAGNÉSIO EM MISTURA, SÓLIDO",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1461,"CLORATOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1462,"CLORITOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1463,TRIÓXIDO DE CRÓMIO ANIDRO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1465,NITRATO DE DIDÍMIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1466,NITRATO DE FERRO III,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1467,NITRATO DE GUANIDINA,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1469,NITRATO DE CHUMBO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1470,"PERCLORATO DE CHUMBO, SÓLIDO",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1471,"HIPOCLORITO DE LÍTIO, SECO OU HIPOCLORITO DE LÍTIO EMMISTURA",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1472,PERÓXIDO DE LÍTIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1473,BROMATO DE MAGNÉSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1474,NITRATO DE MAGNÉSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1475,PERCLORATO DE MAGNÉSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1476,PERÓXIDO DE MAGNÉSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1477,"NITRATOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1479,"SÓLIDO COMBURENTE, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1481,"PERCLORATOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1482,"PERMANGANATOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1483,"PERÓXIDOS INORGÂNICOS, N.S.A.",2014-09-01,-,51 - MATÉRIAS COMBURENTES
1484,BROMATO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1485,CLORATO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1486,NITRATO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1487,NITRATO DE POTÁSSIO E NITRITO DE SÓDIO EM MISTURA,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1488,NITRITO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1489,PERCLORATO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1490,PERMANGANATO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1491,PERÓXIDO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1492,PERSULFATO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1493,NITRATO DE PRATA,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1494,BROMATO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1495,CLORATO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1496,CLORITO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1498,NITRATO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1499,NITRATO DE SÓDIO E NITRATO DE POTÁSSIO EM MISTURA,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1500,NITRITO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1502,PERCLORATO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1503,PERMANGANATO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1504,PERÓXIDO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1505,PERSULFATO DE SÓDIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1506,CLORATO DE ESTRÔNCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1507,NITRATO DE ESTRÔNCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1508,PERCLORATO DE ESTRÔNCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1509,PERÓXIDO DE ESTRÔNCIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1510,TETRANITROMETANO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1511,UREIA-PERÓXIDO DE HIDROGÉNIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1512,NITRITO DE ZINCO AMONIACAL,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1513,CLORATO DE ZINCO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
