12/01/2018 04:13,,,,,,,,,,,
Código NCM,Descrição NCM,Código do Atributo,Descrição do Atributo,Código da Especificação,Descrição da Especificação,Início de Vigência da Especificação,Fim de Vigência da Especificação,Número do Ato,Tipo do Ato,Ano do Ato,Órgão Emissor do Ato
30045090,"MED.C/OUTS.VITAMINAS/PROVITAMINAS,EM DOSES",AA,CAS/DCB,0001,041294-56-8/À base de alfacalcidol,01/07/2012,-,001268,IN,2012,SRF
30049021,"MED.C/PERMETRINA/NITRATO PROPATILA,DOSES,RET.",AA,CAS/DCB,0001,000577-11-7/À base de docusato de sódio,01/07/2012,-,001268,IN,2012,SRF
30049022,"MED.CONT. ACIDO DEIDROCOLICO, DOSES, RET.",AA,CAS/DCB,0001,000081-23-2/À base de ácido desidrocólico,01/07/2012,-,001268,IN,2012,SRF
30049023,"MED.CONT.ACIDO GLUCONICO/SAIS,DOSES, RET.",AA,CAS/DCB,0001,000299-28-5/À base de gluconato de cálcio,01/07/2012,-,001268,IN,2012,SRF
30049024,"MED.CONT.AC. O-ACETILSALICILICO,DOSES,RET.",AA,CAS/DCB,0001,000050-78-2/À base de ácido acetilsalicílico,01/07/2012,-,001268,IN,2012,SRF
30049025,"MED.CONT.TIRATRICOL, DOSES, RET.",AA,CAS/DCB,0001,007546-28-3/À base de lactofosfato de cálcio,01/07/2012,-,001268,IN,2012,SRF
30049026,"MED.CONT.AC.LACTICO/SAIS/DERS.,DOSES,RET.",AA,CAS/DCB,0001,000814-80-2/À base de lactato de cálcio,01/07/2012,-,001268,IN,2012,SRF
30049028,"MED.C/SAL SOD/EST.MET.D/AC.9,11,15,TRI.DOSES",AA,CAS/DCB,0001,000522-40-7/À base de difosfato de dietilestilbestrol,01/07/2012,-,001268,IN,2012,SRF
30049029,"OUTS.MED.C/AC.MONOCARBOX.ACICL.N/SAT.,DOSES",AA,CAS/DCB,0001,000112-38-9/À base de ácido undecilênico,01/07/2012,-,001268,IN,2012,SRF
30049031,"MED.C/SULFATO D/TRANILCIPROMINA,DOSES, RET.",AA,CAS/DCB,0001,013492-01-8/À base de sulfato de tranilcipromina,01/07/2012,-,001268,IN,2012,SRF
30049032,"MED.CONT.AC.SULFANILICO/SEUS SAIS,DOSES,RET.",AA,CAS/DCB,0001,001867-66-9/À base de cloridrato de cetamina,01/07/2012,-,001268,IN,2012,SRF
30049033,"MED.CONT.CLEMBUTEROL/SEU CLORID.DOSES,RET.",AA,CAS/DCB,0001,021898-19-1/À base de cloridrato de clembuterol,01/07/2012,-,001268,IN,2012,SRF
30049034,"MED.CONT. TAMOXIFEM/SEU CITRATO,DOSES,RET.",AA,CAS/DCB,0001,054965-24-1/À base de citrato de tamoxifeno,01/07/2012,-,001268,IN,2012,SRF
30049036,"MED.CONT.CLORIDRATO D/FENILEFRINA,DOSES,RET.",AA,CAS/DCB,0001,007712-50-7/À base de mirtecaína,01/07/2012,-,001268,IN,2012,SRF
30049037,"MED.CONT.DICLOFENACO D/SODIO, DOSES,RET.",AA,CAS/DCB,0001,015307-79-6/À base de diclofenaco de sódio,01/07/2012,-,001268,IN,2012,SRF
30049038,MELFALANO; CLORAMBUCIL; TOREMIFENE,AA,CAS/DCB,0001,000051-75-2/À base de clormetina,01/07/2012,-,001268,IN,2012,SRF
30049039,"OUTS.MED.C/COMPS.D/FUNCAO AMINA,DOSES,RET.",AA,CAS/DCB,0001,002624-44-4/À base de etansilato,01/07/2012,-,001268,IN,2012,SRF
30049041,"MED.C/METOCLOPRAMIDA/CLORIDRATO,DOSES,RET.",AA,CAS/DCB,0001,054143-57-6/À base de cloridrato de metoclopramida,01/07/2012,-,001268,IN,2012,SRF
30049042,"MED.CONT.ATENOLOL/PRILOCAINA, DOSES,RET.",AA,CAS/DCB,0001,029122-68-7/À base de atenolol,01/07/2012,-,001268,IN,2012,SRF
30049043,"MED.CONT.LIDOCAINA/SEU CLORID.DOSES,RET.",AA,CAS/DCB,0001,006108-05-0/À base de cloridrato de lidocaína,01/07/2012,-,001268,IN,2012,SRF
30049044,"MED. CONT. FEMPROPOREX, DOSES,RET.",AA,CAS/DCB,0001,015686-61-0/À base de femproporex,01/07/2012,-,001268,IN,2012,SRF
30049045,"MED.CONT.PARACETAMOL/BROMOPRIDA,DOSES,RET.",AA,CAS/DCB,0001,000103-90-2/À base de paracetamol,01/07/2012,-,001268,IN,2012,SRF
30049047,"MED.CONT.CLOREXIDINA/SEUS SAIS,DOSES,RET.",AA,CAS/DCB,0001,003697-42-5/À base de cloridrato de clorexidina,01/07/2012,-,001268,IN,2012,SRF
30049048,"MED. C/CARMUSTINA/LOMUSTINA,OUTS.,DOSES RET.",AA,CAS/DCB,0001,000154-93-8/À base de carmustina,01/07/2012,-,001268,IN,2012,SRF
30049049,"OUTS.MED.C/COMP.D/FUNCAO CARBOXIAM.,DOSES",AA,CAS/DCB,0001,000057-08-9/À base de ácido acexâmico,01/07/2012,-,001268,IN,2012,SRF
30049052,"MED.CONT. TIAPRIDA, DOSES,RET.",AA,CAS/DCB,0001,051012-32-9/À base de tiaprida,01/07/2012,-,001268,IN,2012,SRF
30049054,"MED.CONT.CLORIDRATO D/AMIODARONA,DOSES,RET.",AA,CAS/DCB,0001,019774-82-4/À base de cloridrato de amiodarona,01/07/2012,-,001268,IN,2012,SRF
30049057,"MED.CONT.CARBOCIST. OU SULFIRAM,DOSES,RET.",AA,CAS/DCB,0001,000638-23-3/À base de carbocisteína,01/07/2012,-,001268,IN,2012,SRF
30049059,"OUTS.MED.C/TIOCOMPOSTOS ORGANICOS,DOSES,RET.",AA,CAS/DCB,0001,050838-36-3/À base de tolciclato,01/07/2012,-,001268,IN,2012,SRF
30049061,"MED.CONT.TERFENADINA/TALNIFLUMATO,DOSES,RET.",AA,CAS/DCB,0001,027220-47-9/À base de econazol,01/07/2012,-,001268,IN,2012,SRF
30049062,"MED.CONT.NIFEDIPINA/NITRENDIPINA,ETC.DOSES",AA,CAS/DCB,0001,034552-83-5/À base de cloridrato de loperamida,01/07/2012,-,001268,IN,2012,SRF
30049063,"MED.CONT.OXIFENDAZOL/ALBENDAZOL,DOSES,RET.",AA,CAS/DCB,0001,055268-74-1/À base de praziquantel,01/07/2012,-,001268,IN,2012,SRF
30049064,"MED.CONT.TRIAZOLAM/ALPRAZOLAM,DOSES,RET.",AA,CAS/DCB,0001,001812-30-2/À base de bromazepam,01/07/2012,-,001268,IN,2012,SRF
30049065,"MED.CONT.FENITOINA/SEU SAL SODICO,DOSES,RET.",AA,CAS/DCB,0001,000057-41-0/À base de fenitoína,01/07/2012,-,001268,IN,2012,SRF
30049066,"MED.C/AC.2-(2-METIL-3-CLOROANIL.),DOSES,RET.",AA,CAS/DCB,0001,013182-89-3/À base de benzoilmetronidazol,01/07/2012,-,001268,IN,2012,SRF
30049067,"MED.CONT.NICARB./NORFLOXACINA,ETC.EM DOSES",AA,CAS/DCB,0001,070458-96-7/À base de norfloxacino,01/07/2012,-,001268,IN,2012,SRF
30049068,"MED.C/CICLOSPORINA A/FLUSPIRILENO, DOSES,RET.",AA,CAS/DCB,0001,004342-03-4/À base de dacarbazina,01/07/2012,-,001268,IN,2012,SRF
30049069,"OUT.MED.C/COMP.HETEROC.HETEROAT.NITR.,DOSES",AA,CAS/DCB,0001,005907-38-0/À base de dipirona,01/07/2012,-,001268,IN,2012,SRF
30043290,"OUTS.MED.C/HORMS.CORTICOSTS.,S/DERS.E ANáLS",AA,CAS/DCB,0001,005534-09-8/À base de dipropionato de beclometasona,01/07/2012,-,001268,IN,2012,SRF
30043100,"MEDIC. C/INSULINA DOSES, RETALHO",AA,CAS/DCB,0002,011061-68-0/À base de insulina humana,01/07/2012,-,001268,IN,2012,SRF
30043100,"MEDIC. C/INSULINA DOSES, RETALHO",AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
30043916,"MED. C/SOMATOSTATINA OU SEUS SAIS, EM DOSES",AA,CAS/DCB,0002,055369-74-9/À base de acetato de somatostatina,01/07/2012,-,001268,IN,2012,SRF
30043916,"MED. C/SOMATOSTATINA OU SEUS SAIS, EM DOSES",AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
30043923,"MED.CONT. SAIS DE INSULINA, EM DOSES",AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
30043929,MED.CONT.OUTS.HORM.POL. OU PROT. DOS.RET.,AA,CAS/DCB,0002,079517-01-4/À base de acetato de octreotida,01/07/2012,-,001268,IN,2012,SRF
30043929,MED.CONT.OUTS.HORM.POL. OU PROT. DOS.RET.,AA,CAS/DCB,0003,047931-85-1/À base de calcitonina sintética de salmão,01/07/2012,-,001268,IN,2012,SRF
30043929,MED.CONT.OUTS.HORM.POL. OU PROT. DOS.RET.,AA,CAS/DCB,0004,021215-62-3/À base de calcitonina sintética humana,01/07/2012,-,001268,IN,2012,SRF
30043929,MED.CONT.OUTS.HORM.POL. OU PROT. DOS.RET.,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
30043933,"MED. C/ESTRIOL OU SEU SUCCINATO, EM DOSES",AA,CAS/DCB,0002,000514-68-1/À base de succinato de estriol,01/07/2012,-,001268,IN,2012,SRF
30043936,ACETATO DE MEGESTROL; FORMESTANO,AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0002,000520-85-4/À base de medroxiprogesterona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0003,006533-00-2/À base de norgestrel,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0004,004245-41-4/À base de acetato de estradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0005,000050-50-0/À base de benzoato de estradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0006,000313-06-4/À base de cipionato de estradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0007,000113-38-2/À base de dipropionato de estradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0008,004956-37-0/À base de enantato de estradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0009,000050-28-2/À base de estradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0010,000057-63-6/À base de etinilestradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0011,003571-53-7/À base de undecilato de estradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0012,000979-32-8/À base de valerato de estradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0013,000297-76-7/À base de diacetato de etinodiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0014,000302-23-8/À base de acetato de hidroxiprogesterona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0015,000051-98-9/À base de acetato de noretisterona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0016,000630-56-8/À base de caproato de hidroxiprogesterona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0017,000152-62-5/À base de diidrogesterona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0018,003836-23-5/À base de enantato de noretisterona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0019,000547-81-9/À base de epiestriol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0020,000053-16-7/À base de estrona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0021,001231-93-2/À base de etinodiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0022,054048-10-1/À base de etonogestrel,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0023,060282-87-3/À base de gestodeno,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0024,016320-04-0/À base de gestrinona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0025,000068-96-2/À base de hidroxiprogesterona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0026,003562-63-8/À base de megestrol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0027,000072-33-3/À base de mestranol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0028,035189-28-7/À base de norgestimato,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0029,000057-83-0/À base de progesterona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0030,074513-62-5/À base de trimegestona,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0031,058652-20-3/À base de acetato de nomegestrol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,0032,000302-76-1/À base de metilestradiol,01/07/2012,-,001268,IN,2012,SRF
30043939,"OUTS.MED.C/ESTROG. OU PROGESTOGENIO,DOS.RET.",AA,CAS/DCB,9999,Outros,01/07/2012,-,001268,IN,2012,SRF
30043992,Tiratricol (triac) ou seu sal sódico,AA,CAS/DCB,0002,001477-04-9/À base de tiratricol sódico,01/07/2012,-,001268,IN,2012,SRF
30049035,"MED.CONT.LEVODOPA/ALFA-METILDOPA,DOSES,RET.",AA,CAS/DCB,0001,000059-92-7/À base de levodopa,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0002,012629-01-5/À base de somatropina,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0003,150490-84-9/À base de betafolitropina,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0004,097048-13-0/À base de urofolitropina,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0005,022633-88-1/À base de acetato de tetracosactida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0006,016960-16-0/À base de tetracosactida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0007,000053-06-5/À base de cortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0008,000050-23-7/À base de hidrocortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0009,000053-03-2/À base de prednisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0010,000050-24-8/À base de prednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0011,001177-87-3/À base de acetato de dexametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0012,000050-02-2/À base de dexametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0013,000076-25-5/À base de acetonida de triancinolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0014,000124-94-7/À base de triancinolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0015,005611-51-8/À base de hexacetonida de triancinolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0016,059198-70-8/À base de valerato de diflucortolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0017,000303-40-2/À base de caproato de fluocortolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0018,002607-06-9/À base de diflucortolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0019,000152-97-6/À base de fluocortolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0020,029205-06-9/À base de pivalato de fluocortolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0021,083880-70-0/À base de acefurato de dexametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0022,000987-24-6/À base de acetato de betametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0023,000514-36-3/À base de acetato de fludrocortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0024,004533-89-5/À base de acetato de flunisolida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0025,003801-06-7/À base de acetato de fluormetolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0026,001255-35-2/À base de acetato de fluprednideno,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0027,034253-70-8/À base de acetato de fluprednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0028,005534-05-4/À base de acibutato de betametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0029,004419-39-0/À base de beclometasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0030,022298-29-9/À base de benzoato de betametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0031,000378-44-9/À base de betametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0032,025122-57-0/À base de butirato de clobetasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0033,025122-41-2/À base de clobetasol,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0034,054063-32-0/À base de clobetasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0035,000382-67-2/À base de desoximetasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0036,002557-49-5/À base de diflorasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0039,001879-72-7/À base de femproprionato de dexametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0040,000127-31-1/À base de fludrocortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0041,001524-88-5/À base de fludroxicortida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0042,002135-17-3/À base de flumetasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0043,003385-03-3/À base de flunisolida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0044,000067-73-2/À base de acetonida de fluocinolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0045,000356-12-7/À base de fluocinonida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0046,000426-13-1/À base de fluormetolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0047,002193-87-5/À base de fluprednideno,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0048,000053-34-9/À base de fluprednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0049,000151-73-5/À base de fosfato dissódico de betametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0050,002392-39-4/À base de fosfato dissódico de dexametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0051,083919-23-7/À base de furoato de mometasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0052,003093-35-4/À base de halcinonida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0053,105102-22-5/À base de mometasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0054,001926-94-9/À base de pivalato de dexametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0055,002002-29-1/À base de pivalato de flumetasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0056,025122-46-7/À base de propionato de clobetasol,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0057,000466-11-5/À base de sulfato sódico de dexametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0058,002152-44-5/À base de valerato de betametasona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0059,086401-95-8/À base de aceponato de metilprednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0060,000053-36-1/À base de acetato de metilprednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0061,000083-43-2/À base de metilprednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0062,002375-03-3/À base de succinato sódico de metilprednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0063,090350-40-6/À base de suleptanato de metilprednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0064,000125-04-2/À base de succinato sódico de hidrocortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0065,000427-51-0/À base de acetato de ciproterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0066,002098-66-0/À base de ciproterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0067,001424-00-6/À base de mesterolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0068,074050-20-7/À base de aceponato de hidrocortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0069,000855-19-6/À base de acetato de clostebol,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0070,000050-04-4/À base de acetato de cortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0071,000050-03-3/À base de acetato de hidrocortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0072,000052-21-1/À base de acetato de prednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0073,000125-10-0/À base de acetato de prednisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0074,000595-77-7/À base de algestona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0075,024356-94-3/À base de algestona-acetofenida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0076,004968-09-6/À base de algestona-acetonida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0077,051333-22-3/À base de budesonida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0078,013609-67-1/À base de butirato de hidrocortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0079,000058-20-8/À base de cipionato de testosterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0080,001093-58-9/À base de clostebol,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0081,000360-70-3/À base de decanoato de nandrolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0082,005721-91-5/À base de decanoato de testosterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0083,014484-47-0/À base de deflazacorte,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0084,000638-94-8/À base de desonida,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0085,001255-49-8/À base de femproprionato de testosterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0086,000076-43-7/À base de fluoximesterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0087,006000-74-4/À base de fosfato dissódico de hidrocortisona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0088,005015-36-1/À base de fosfato sódico de metilprednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0089,000125-02-0/À base de fosfato sódico de prednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0090,002920-86-7/À base de hemissuccinato de prednisolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0091,015262-86-9/À base de isocaproato de testosterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0092,000058-18-4/À base de metiltestosterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0093,000434-22-0/À base de nandrolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0094,000053-39-4/À base de oxandrolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0095,000434-07-1/À base de oximetolona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0096,073771-04-7/À base de prednicarbato,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0097,000057-85-2/À base de propionato de testosterona,01/07/2012,-,001268,IN,2012,SRF
30043999,Outros,AA,CAS/DCB,0098,049697-38-3/À base de rimexolona,01/07/2012,-,001268,IN,2012,SRF
