12/01/2018 03:42,,
Código,,Descrição
8429,"Bulldozers, angledozers, niveladores, raspo-transportadores (scrapers), pás mecânicas, escavadores, carregadoras e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsados."
84291,- Bulldozers e angledozers:
84295,"- Pás mecânicas, escavadores, carregadoras e pás carregadoras:"
8430,"Outras máquinas e aparelhos de terraplenagem, nivelamento, raspagem, escavação, compactação, extração ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves."
84303,- Cortadores de carvão ou de rochas e máquinas para perfuração de túneis ou de galerias:
84304,- Outras máquinas de sondagem ou de perfuração:
84306,"- Outras máquinas e aparelhos, exceto autopropulsados:"
8431,Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 84.25 a 84.30.
84313,- De máquinas ou aparelhos da posição 84.28:
84314,"- De máquinas ou aparelhos das posições 84.26, 84.29 ou 84.30:"
8432,"Máquinas e aparelhos de uso agrícola, hortícola ou florestal, para preparação ou trabalho do solo ou para cultura; rolos para gramados ou para campos de esporte."
84322,"- Grades, escarificadores, cultivadores, extirpadores, enxadas e sachadores:"
8433,"Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluindo as enfardadeiras de palha ou forragem; cortadores de grama eceifeiras; máquinas para limpar ou selecionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 84.3"
84331,- Cortadores de grama:
84335,- Outras máquinas e aparelhos para colheita; máquinas e aparelhos para debulha:
8434,Máquinas de ordenhar e máquinas e aparelhos para a indústria de lacticínios.
8435,"Prensas, esmagadores e máquinas e aparelhos semelhantes, para fabricação de vinho, sidra, sucos (sumos) de frutas ou bebidas semelhantes."
8436,"Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluindo os germinadores equipados comdispositivos mecânicos ou térmicos e as chocadeiras e criadeiras paraavicultura."
84362,"- Máquinas e aparelhos para avicultura, incluindo as chocadeiras e criadeiras:"
84369,- Partes:
8437,"Máquinas para limpeza, seleção ou peneiração de grãos ou de produtos hortícolas secos; máquinas e aparelhos para a indústria de moagem ou tratamento de cereais ou de produtos hortícolas secos, exceto dos tiposutilizados em fazendas."
8438,"Máquinas e aparelhos não especificados nem compreendidos noutras posições do presente Capítulo, para preparação ou fabricação industrial dealimentos ou de bebidas, exceto as máquinas e aparelhos para extraçãoou preparação de óleos ou gorduras vegetais f"
8439,Máquinas e aparelhos para fabricação de pasta de matérias fibrosas celulósicas ou para fabricação ou acabamento de papel ou cartão.
84399,- Partes:
8440,"Máquinas e aparelhos para brochura ou encadernação, incluindo as máquinas de costurar cadernos."
8441,"Outras máquinas e aparelhos para o trabalho de pasta de papel, papel ou cartão, incluindo as cortadeiras de todos os tipos."
8442,"Máquinas, aparelhos e equipamentos (exceto as máquinas-ferramentas das posições 84.56 a 84.65), para preparação ou fabricação de clichês, blocos, cilindros ou outros elementos de impressão; clichês, blocos, cilindros e outros elementos de impressão; ped"
8443,"Máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entresi; partes e acessórios."
84431,"- Máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42:"
84433,"- Outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si:"
84439,- Partes e acessórios:
8445,"Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadeiras de trama) ou de dobar matérias têxt"
84451,- Máquinas para preparação de matérias têxteis:
8446,Teares para tecidos.
84462,"- Para tecidos de largura superior a 30 cm, de lançadeiras:"
8447,"Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos."
84471,- Teares circulares para malhas:
8448,"Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, ratieras, mecanismos Jacquard, quebra-urdiduras e quebra-tramas, mecanismos troca-lançadeiras); partes eacessórios reconhecíveis como exclusiva ou p"
84481,"- Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47:"
84483,- Partes e acessórios das máquinas da posição 84.45 ou das suas máquinas e aparelhos auxiliares:
84484,- Partes e acessórios de teares para tecidos ou das suas máquinas e aparelhos auxiliares:
84485,"- Partes e acessórios dos teares, máquinas ou aparelhos, da posição 84.47 ou das suas máquinas e aparelhos auxiliares:"
8450,"Máquinas de lavar roupa, mesmo com dispositivos de secagem."
84501,"- Máquinas de capacidade, expressa em peso de roupa seca, não superior a 10 kg:"
8451,"Máquinas e aparelhos (exceto as máquinas da posição 84.50) para lavar, limpar, espremer, secar, passar, prensar (incluindo as prensas fixadoras), branquear, tingir, para apresto e acabamento, para revestir ou impregnar fios, tecidos ou obras de matérias"
84512,- Máquinas de secar:
8452,"Máquinas de costura, exceto as de costurar cadernos da posição 84.40;móveis, bases e tampas, próprios para máquinas de costura; agulhas para máquinas de costura."
84522,- Outras máquinas de costura:
8453,"Máquinas e aparelhos para preparar, curtir ou trabalhar couros ou peles, ou para fabricar ou consertar calçados e outras obras de couro ou de pele, exceto máquinas de costura."
8454,"Conversores, cadinhos ou colheres de fundição, lingoteiras e máquinasde vazar (moldar), para metalurgia, aciaria ou fundição."
8455,Laminadores de metais e seus cilindros.
84552,- Outros laminadores:
8456,"Máquinas-ferramentas que trabalhem por eliminação de qualquer matéria, que operem por laser ou por outro feixe de luz ou de fótons, por ultrassom, por eletroerosão, por processos eletroquímicos, por feixes de elétrons, por feixes iônicos ou por jato de"
8457,"Centros de usinagem, máquinas de sistema monostático (single station)e máquinas de estações múltiplas, para trabalhar metais."
8458,Tornos (incluindo os centros de torneamento) para metais.
84581,- Tornos horizontais:
84589,- Outros tornos:
8459,"Máquinas-ferramentas (incluindo as unidades com cabeça deslizante) para furar, mandrilar, fresar, roscar interior ou exteriormente metais, por eliminação de matéria, exceto os tornos (incluindo os centros de torneamento) da posição 84.58."
84592,- Outras máquinas para furar:
84593,- Outras mandriladoras-fresadoras:
84595,"- Máquinas para fresar, de console:"
84596,- Outras máquinas para fresar:
8460,"Máquinas-ferramentas para rebarbar, afiar, amolar, retificar, brunir,polir ou realizar outras operações de acabamento em metais ou ceramais (cermets) por meio de mós, de abrasivos ou de produtos polidores, exceto as máquinas de cortar ou acabar engrenag"
84601,"- Máquinas para retificar superfícies planas, cujo posicionamento sobre qualquer dos eixos pode ser estabelecido com precisão de pelo menos0,01 mm:"
84602,"- Outras máquinas para retificar, cujo posicionamento sobre qualquer dos eixos pode ser estabelecido com precisão de pelo menos 0,01 mm:"
84603,- Máquinas para afiar:
8461,"Máquinas-ferramentas para aplainar, plainas-limadoras, máquinas-ferramentas para escatelar, brochar, cortar ou acabar engrenagens, serrar, seccionar e outras máquinas-ferramentas que trabalhem por eliminação de metal ou de ceramais (cermets), não especi"
8462,"Máquinas-ferramentas (incluindo as prensas) para forjar ou estampar, martelos, martelos-pilões e martinetes, para trabalhar metais; máquinas-ferramentas (incluindo as prensas) para enrolar, arquear, dobrar, endireitar, aplanar, cisalhar, puncionar ou ch"
84622,"- Máquinas (incluindo as prensas) para enrolar, arquear, dobrar, endireitar ou aplanar:"
84623,"- Máquinas (incluindo as prensas) para cisalhar, exceto as máquinas combinadas de puncionar e cisalhar:"
84624,"- Máquinas (incluindo as prensas) para puncionar ou para chanfrar, incluindo as máquinas combinadas de puncionar e cisalhar:"
84629,- Outras:
8463,"Outras máquinas-ferramentas para trabalhar metais ou ceramais (cermets), que trabalhem sem eliminação de matéria."
8464,"Máquinas-ferramentas para trabalhar pedra, produtos cerâmicos, concreto, fibrocimento ou matérias minerais semelhantes, "
,ou para o trabalho a frio do vidro.
8465,"Máquinas-ferramentas (incluindo as máquinas para pregar, grampear, colar ou reunir por qualquer outro modo) para trabalhar madeira, cortiça, osso, borracha endurecida, plásticos duros ou matérias duras semelhantes."
84659,- Outras:
8466,"Partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas das posições 84.56 a 84.65, incluindo os porta-peças e porta-ferramentas, as fieiras de abertura automática, os dispositivos divisores e outros dispositivos especi"
84669,- Outros:
8467,"Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual."
84671,- Pneumáticas:
84672,- Com motor elétrico incorporado:
84678,- Outras ferramentas:
84679,- Partes:
8468,"Máquinas e aparelhos para soldar, mesmo de corte, exceto os da posição 85.15; máquinas e aparelhos a gás, para têmpera superficial."
8470,"Máquinas de calcular e máquinas de bolso que permitam gravar, reproduzir e visualizar informações, com função de cálculo incorporada; máquinas de contabilidade, máquinas de franquear, de emitir bilhetes e máquinas semelhantes, com dispositivo de cálculo"
84702,"- Outras máquinas de calcular, eletrônicas:"
8471,"Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas noutras posi"
84714,- Outras máquinas automáticas para processamento de dados:
8472,"Outras máquinas e aparelhos de escritório (por exemplo, duplicadores hectográficos ou a estêncil, máquinas para imprimir endereços, distribuidores automáticos de papéis-moeda, máquinas para selecionar, contar ou empacotar moedas, máquinas para apontar l"
8473,"Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.69 a 84.72."
84732,- Partes e acessórios das máquinas da posição 84.70:
8474,"Máquinas e aparelhos para selecionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, minérios ou outras substâncias minerais sólidas (incluindo os pós e pastas); máquinas para aglomerar ou moldar combustíveis minerais sólid"
84743,- Máquinas e aparelhos para misturar ou amassar:
8475,"Máquinas para montagem de lâmpadas, tubos ou válvulas, elétricos ou eletrônicos, ou de lâmpadas de luz relâmpago (flash), que tenham invólucro de vidro; máquinas para fabricação ou trabalho a quente do vidro ou das suas obras."
84752,- Máquinas para fabricação ou trabalho a quente do vidro ou das suas obras:
8476,"Máquinas automáticas de venda de produtos (por exemplo, selos, cigarros, alimentos ou bebidas), incluindo as máquinas de trocar dinheiro."
84762,- Máquinas automáticas de venda de bebidas:
84768,- Outras máquinas:
8477,"Máquinas e aparelhos para trabalhar borracha ou plásticos ou para fabricação de produtos dessas matérias, não especificados nem compreendidos noutras posições deste Capítulo."
84775,- Outras máquinas e aparelhos para moldar ou dar forma:
8478,"Máquinas e aparelhos para preparar ou transformar tabaco, não especificados nem compreendidos noutras posições deste Capítulo."
8479,"Máquinas e aparelhos mecânicos com função própria, não especificados nem compreendidos noutras posições deste Capítulo."
84797,- Pontes de embarque para passageiros:
84798,- Outras máquinas e aparelhos:
8480,"Caixas de fundição; placas de fundo para moldes; modelos para moldes;moldes para metais (exceto lingoteiras), carbonetos metálicos, vidro,matérias minerais, borracha ou plásticos."
84804,- Moldes para metais ou carbonetos metálicos:
84807,- Moldes para borracha ou plásticos:
8481,"Torneiras, válvulas (incluindo as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes."
8482,"Rolamentos de esferas, de roletes ou de agulhas."
84829,- Partes:
8483,"Árvores de transmissão (incluindo as árvores de cames e virabrequins)e manivelas; mancais (chumaceiras) e ""bronzes""; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores,caixas de transmissão e variadores de velocid"
8484,"Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes;juntas de vedação mecânicas."
8486,"Máquinas e aparelhos dos tipos utilizados exclusiva ou principalmentena fabricação de ""esferas"" (boules) ou de plaquetas (wafers), de dispositivos semicondutores, de circuitos integrados eletrônicos ou de dispositivos de visualização de tela plana; máqu"
8487,"Partes de máquinas ou de aparelhos, não especificadas nem compreendidas noutras posições do presente Capítulo, que não contenham conexões elétricas, partes isoladas eletricamente, bobinas, contatos nem quaisquer outros elementos com características elét"
85,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios"
8501,"Motores e geradores, elétricos, exceto os grupos eletrogêneos."
85013,- Outros motores de corrente contínua; geradores de corrente contínua:
85015,"- Outros motores de corrente alternada, polifásicos:"
85016,- Geradores de corrente alternada (alternadores):
8502,Grupos eletrogêneos e conversores rotativos elétricos.
85021,"- Grupos eletrogêneos de motor de pistão, de ignição por compressão (motores diesel ou semidiesel):"
85023,- Outros grupos eletrogêneos:
8504,"Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução."
85042,- Transformadores de dielétrico líquido:
85043,- Outros transformadores:
8505,"Eletroímãs; ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização; placas, mandris e dispositivos semelhantes, magnéticos ou eletromagnéticos, de fixação; acoplamentos, embreagens, variadores de velocidade e freios, el"
85051,- Ímãs permanentes e artefatos destinados a tornarem-se ímãs permanentes após magnetização:
8506,"Pilhas e baterias de pilhas, elétricas."
8507,"Acumuladores elétricos e seus separadores, mesmo de forma quadrada ouretangular."
8508,Aspiradores.
85081,- Com motor elétrico incorporado:
8509,"Aparelhos eletromecânicos com motor elétrico incorporado, de uso doméstico, exceto os aspiradores da posição 85.08."
8510,"Aparelhos ou máquinas de barbear, máquinas de cortar o cabelo ou de tosquiar e aparelhos de depilar, com motor elétrico incorporado."
8511,"Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por centelha ou por compressão (por exemplo, magnetos,dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (por exe"
8512,"Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 85.39), limpadores de pára-brisas, degeladores e desembaçadores elétricos, dos tipos utilizados em ciclos ou automóveis."
8513,"Lanternas elétricas portáteis destinadas a funcionar por meio de sua própria fonte de energia (por exemplo, de pilhas, de acumuladores, de magnetos), excluindo os aparelhos de iluminação da posição 85.12."
8514,"Fornos elétricos industriais ou de laboratório, incluindo os que funcionam por indução ou por perdas dielétricas; outros aparelhos industriais ou de laboratório para tratamento térmico de matérias por indução ou por perdas dielétricas."
8515,"Máquinas e aparelhos para soldar (mesmo de corte) elétricos (incluindo os a gás aquecido eletricamente), a laser ou outros feixes de luz oude fótons, a ultrassom, a feixes de elétrons, a impulsos magnéticos ou a jato de plasma; máquinas e aparelhos elét"
85151,- Máquinas e aparelhos para soldadura forte ou fraca:
85152,- Máquinas e aparelhos para soldar metais por resistência:
85153,- Máquinas e aparelhos para soldar metais por arco ou jato de plasma:
8516,"Aquecedores elétricos de água, incluindo os de imersão; aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes; aparelhos eletrotérmicos para arranjos do cabelo (por exemplo, secadores de cabelo, frisadores, aquecedores de f"
85162,"- Aparelhos elétricos para aquecimento de ambientes, do solo ou para usos semelhantes:"
85163,- Aparelhos eletrotérmicos para arranjos do cabelo ou para secar as mãos:
85167,- Outros aparelhos eletrotérmicos:
8517,"Aparelhos telefônicos, incluindo os telefones para redes celulares e para outras redes sem fio; outros aparelhos para emissão, transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes "
,por fio ou redes sem
85171,"- Aparelhos telefônicos, incluindo os telefones para redes celulares e para outras redes sem fio:"
85176,"- Outros aparelhos para emissão, transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede deárea estendida (WAN)):"
8518,"Microfones e seus suportes; alto-falantes (altifalantes), mesmo montados nos seus receptáculos; fones de ouvido, mesmo combinados com um microfone, e conjuntos ou sortidos constituídos por um microfone e um oumais alto-falantes (altifalantes); amplifica"
85182,"- Alto-falantes (altifalantes), mesmo montados nos seus receptáculos:"
8519,Aparelhos de gravação de som; aparelhos de reprodução de som; aparelhos de gravação e de reprodução de som.
85198,- Outros aparelhos:
8521,"Aparelhos videofônicos de gravação ou de reprodução, mesmo incorporando um receptor de sinais videofônicos."
8522,Partes e acessórios reconhecíveis como sendo exclusiva ou principalmente destinados aos aparelhos das posições 85.19 ou 85.21.
8523,"Discos, fitas, dispositivos de armazenamento de dados, não volátil, àbase de semicondutores, ""cartões inteligentes"" e outros suportes paragravação de som ou para gravações semelhantes, mesmo gravados, incluindo as matrizes e moldes galvânicos para fabri"
85232,- Suportes magnéticos:
85234,- Suportes ópticos:
85235,- Suportes de semicondutor:
8525,"Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação oude reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo."
8526,"Aparelhos de radiodetecção e de radiossondagem (radar), aparelhos de radionavegação e aparelhos de radiotelecomando."
85269,- Outros:
8527,"Aparelhos receptores para radiodifusão, mesmo combinados num mesmo invólucro, com um aparelho de gravação ou de reprodução de som, ou com um relógio."
85271,- Aparelhos receptores de radiodifusão suscetíveis de funcionarem semfonte externa de energia:
85272,"- Aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia, do tipo utilizado em veículos automóveis:"
85279,- Outros:
8528,"Monitores e projetores, que não incorporem aparelho receptor de televisão; aparelhos receptores de televisão, mesmo que incorporem um aparelho receptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens."
85284,- Monitores com tubo de raios catódicos:
85285,- Outros monitores:
85286,- Projetores:
85287,"- Aparelhos receptores de televisão, mesmo que incorporem um aparelhoreceptor de radiodifusão ou um aparelho de gravação ou de reprodução de som ou de imagens:"
8529,Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.25 a 85.28.
8530,"Aparelhos elétricos de sinalização (excluindo os de transmissão de mensagens), de segurança, de controle e de comando, para vias férreas ousemelhantes, vias terrestres ou fluviais, para áreas ou parques de estacionamento, instalações portuárias ou para"
8531,"Aparelhos elétricos de sinalização acústica ou visual (por exemplo, campainhas, sirenes, quadros indicadores, aparelhos de alarme para proteção contra roubo ou incêndio), exceto os das posições 85.12 ou 85.30."
8532,"Condensadores elétricos, fixos, variáveis ou ajustáveis."
85322,- Outros condensadores fixos:
8533,"Resistências elétricas (incluindo os reostatos e os potenciômetros), exceto de aquecimento."
85332,- Outras resistências fixas:
85333,- Resistências variáveis bobinadas (incluindo os reostatos e os potenciômetros):
8535,"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, pára-raios, limitadores de tensão, supressores de picos de tensão (supressores de sobret"
85352,- Disjuntores:
8536,"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (supressores de sobretensões), plugues e tomadas d"
85364,- Relés:
85366,"- Suportes para lâmpadas, plugues e tomadas de corrente:"
8537,"Quadros, painéis, consoles, cabinas, armários e outros suportes com dois ou mais aparelhos das posições 85.35 ou 85.36, para comando elétrico ou distribuição de energia elétrica, incluindo os que incorporem instrumentos ou aparelhos do Capítulo 90, bem"
8538,"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 85.35, 85.36 ou 85.37."
8539,"Lâmpadas e tubos elétricos de incandescência ou de descarga, incluindo os artigos denominados ""faróis e projetores, em unidades seladas"" e as lâmpadas e tubos de raios ultravioleta ou infravermelhos; lâmpadas de arco."
85392,"- Outras lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos:"
85393,"- Lâmpadas e tubos de descarga, exceto de raios ultravioleta:"
85394,- Lâmpadas e tubos de raios ultravioleta ou infravermelhos; lâmpadas de arco:
8540,"Lâmpadas, tubos e válvulas, eletrônicos, de cátodo quente, cátodo frio ou fotocátodo (por exemplo, lâmpadas, tubos e válvulas, de vácuo, devapor ou de gás, ampolas retificadoras de vapor de mercúrio, tubos catódicos, tubos e válvulas para câmeras de tel"
85401,"- Tubos catódicos para receptores de televisão, incluindo os tubos para monitores de vídeo:"
85407,"- Tubos para micro-ondas (por exemplo, magnétrons, clístrons, guias (tubos) de ondas progressivas, carcinotrons), excluindo os tubos comandados por grade:"
85408,"- Outras lâmpadas, tubos e válvulas:"
85409,- Partes:
8541,"Diodos, transistores e dispositivos semelhantes semicondutores; dispositivos fotossensíveis semicondutores, incluindo as células fotovoltaicas, mesmo montadas em módulos ou em painéis; diodos emissores de luz;cristais piezelétricos montados."
85412,"- Transistores, exceto os fototransistores:"
8542,Circuitos integrados eletrônicos.
85423,- Circuitos integrados eletrônicos:
8543,"Máquinas e aparelhos elétricos com função própria, não especificados nem compreendidos noutras posições do presente Capítulo."
8544,"Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, m"
85441,- Fios para bobinar:
85444,"- Outros condutores elétricos, para uma tensão não superior a 1.000 V:"
8545,"Eletrodos de carvão, escovas de carvão, carvões para lâmpadas ou parapilhas e outros artigos de grafita ou outro carvão, com ou sem metal,para usos elétricos."
85451,- Eletrodos:
8546,Isoladores elétricos de qualquer matéria.
8547,"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas, exceto os isoladores da posição 85.46; tubos isolado"
8548,"Desperdícios e resíduos de pilhas, de baterias de pilhas e de acumuladores, elétricos; pilhas, baterias de pilhas e acumuladores, elétricos, inservíveis; partes elétricas de máquinas e aparelhos, não especificadas nem compreendidas noutras posições do p"
86,"Veículos e material para vias férreas ou semelhantes, e suas partes; aparelhos mecânicos (incluindo os eletromecânicos) de sinalização paravias de comunicação"
8601,"Locomotivas e locotratores, de fonte externa de eletricidade ou de acumuladores elétricos."
8602,Outras locomotivas e locotratores; tênderes.
8603,"Litorinas, mesmo para circulação urbana, exceto as da posição 86.04."
8606,Vagões para transporte de mercadorias sobre vias férreas.
86069,- Outros:
8607,Partes de veículos para vias férreas ou semelhantes.
86071,"- Bogies, bissels, eixos e rodas, e suas partes:"
86072,- Freios e suas partes:
86079,- Outras:
87,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios"
8701,Tratores (exceto os carros-tratores da posição 87.09).
8702,"Veículos automóveis para transporte de dez pessoas ou mais, incluindoo motorista."
8703,"Automóveis de passageiros e outros veículos automóveis principalmenteconcebidos para transporte de pessoas (exceto os da posição 87.02), incluindo os veículos de uso misto (station wagons) e os automóveis de corrida."
87032,- Outros veículos com motor de pistão alternativo de ignição por centelha:
87033,- Outros veículos com motor de pistão de ignição por compressão (diesel ou semidiesel):
8704,Veículos automóveis para transporte de mercadorias.
87042,"- Outros, com motor de pistão, de ignição por compressão (diesel ou semidiesel):"
87043,"- Outros, com motor de pistão, de ignição por centelha:"
8705,"Veículos automóveis para usos especiais (por exemplo, auto-socorros, caminhões-guindastes, veículos de combate a incêndio, caminhões-betoneiras, veículos para varrer, veículos para espalhar, veículos-oficinas,veículos radiológicos), exceto os concebidos"
8707,"Carroçarias para os veículos automóveis das posições 87.01 a 87.05, incluindo as cabinas."
8708,Partes e acessórios dos veículos automóveis das posições 87.01 a 87.05.
87082,- Outras partes e acessórios de carroçarias (incluindo as de cabinas):
87089,- Outras partes e acessórios:
8709,"Veículos automóveis sem dispositivo de elevação, dos tipos utilizadosem fábricas, armazéns, portos ou aeroportos, para transporte de mercadorias a curtas distâncias; carros-tratores dos tipos utilizados nas estações ferroviárias; suas partes."
87091,- Veículos:
8711,"Motocicletas (incluindo os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral; carros laterais."
8713,"Cadeiras de rodas e outros veículos para inválidos, mesmo com motor ou outro mecanismo de propulsão."
8714,Partes e acessórios dos veículos das posições 87.11 a 87.13.
87149,- Outros:
8716,"Reboques e semirreboques, para quaisquer veículos; outros veículos não autopropulsados; suas partes."
87163,"- Outros reboques e semirreboques, para transporte de mercadorias:"
88,"Aeronaves e aparelhos espaciais, e suas partes"
8802,"Outros veículos aéreos (por exemplo, helicópteros, aviões); veículos espaciais (incluindo os satélites) e seus veículos de lançamento, e veículos suborbitais."
88021,- Helicópteros:
8803,Partes dos veículos e aparelhos das posições 88.01 ou 88.02.
8805,Aparelhos e dispositivos para lançamento de veículos aéreos; aparelhos e dispositivos para aterrissagem de veículos aéreos em porta-aviões e aparelhos e dispositivos semelhantes; aparelhos de treinamento de voo em terra; suas partes.
88052,- Aparelhos de treinamento de voo em terra e suas partes:
89,Embarcações e estruturas flutuantes
8901,"Transatlânticos, barcos de excursão, ferryboats, cargueiros, chatas eembarcações semelhantes, para o transporte de pessoas ou de mercadorias."
8903,Iates e outros barcos e embarcações de recreio ou de esporte; barcos a remos e canoas.
89039,- Outros:
8905,"Barcos-faróis, barcos-bombas, dragas, guindastes flutuantes e outras embarcações em que a navegação é acessória da função principal; docas flutuantes; plataformas de perfuração ou de exploração, flutuantes ou submersíveis."
8906,"Outras embarcações, incluindo os navios de guerra e os barcos salva-vidas, exceto os barcos a remos."
8907,"Outras estruturas flutuantes (por exemplo, balsas, reservatórios, caixões, bóias de amarração, bóias de sinalização e semelhantes)."
90,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia,de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios"
9001,"Fibras ópticas e feixes de fibras ópticas; cabos de fibras ópticas, exceto os da posição 85.44; matérias polarizantes em folhas ou em placas; lentes (incluindo as de contato), prismas, espelhos e outros elementos de óptica, de qualquer matéria, não mont"
9002,"Lentes, prismas, espelhos e outros elementos de óptica, de qualquer matéria, montados, para instrumentos ou aparelhos, exceto os de vidro não trabalhado opticamente."
90021,- Objetivas:
9003,"Armações para óculos e artigos semelhantes, e suas partes."
90031,- Armações:
9004,"Óculos para correção, proteção ou outros fins, e artigos semelhantes."
9005,"Binóculos, lunetas, incluindo as astronômicas, telescópios ópticos, esuas armações; outros instrumentos de astronomia e suas armações, exceto os aparelhos de radioastronomia."
9006,"Câmeras fotográficas; aparelhos e dispositivos, incluindo as lâmpadase tubos, de luz-relâmpago (flash) para fotografia, "
,exceto as lâmpadase tubos de descarga da posição 85.39.
90065,- Outras câmeras fotográficas:
90066,"- Aparelhos e dispositivos, incluindo as lâmpadas e tubos, de luz-relâmpago (flash) para fotografia:"
90069,- Partes e acessórios:
9007,"Câmeras e projetores, cinematográficos, mesmo com aparelhos de gravação ou de reprodução de som incorporados."
90079,- Partes e acessórios:
9008,Aparelhos de projeção fixa; aparelhos fotográficos de ampliação ou deredução.
9010,"Aparelhos e material dos tipos usados nos laboratórios fotográficos ou cinematográficos, não especificados nem compreendidos noutras posições do presente Capítulo; negatoscópios; telas para projeção."
9011,"Microscópios ópticos, incluindo os microscópios para fotomicrografia,cinefotomicrografia ou microprojeção."
9012,"Microscópios, exceto ópticos; difratógrafos."
9013,"Dispositivos de cristais líquidos que não constituam artigos compreendidos mais especificamente noutras posições; lasers, exceto diodos laser; outros aparelhos e instrumentos de óptica, não especificados nem compreendidos noutras posições do presente Ca"
9014,"Bússolas, incluindo as agulhas de marear; outros instrumentos e aparelhos de navegação."
9015,"Instrumentos e aparelhos de geodésia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bússolas; telêmetros."
